userName,score,at,content
Pengguna Google,5,2026-06-06 02:18:27,ini aplikasi yang keren makasih admin
Pengguna Google,5,2026-06-06 02:18:26,bagus
Pengguna Google,5,2026-06-06 02:18:02,mantap
Pengguna Google,1,2026-06-06 02:12:15,Tak bisa
Pengguna Google,5,2026-06-06 02:06:55,Assalamualaikum
Pengguna Google,5,2026-06-06 02:06:43,gak bisa dibuka
Pengguna Google,5,2026-06-06 02:05:52,bagus
Pengguna Google,5,2026-06-06 02:03:14,bagus
Pengguna Google,1,2026-06-06 02:01:30,eror
Pengguna Google,5,2026-06-06 01:59:58,ok
Pengguna Google,3,2026-06-06 01:48:28,untuk YouTube short kalo ada langsung pengganti subtitle enak
Pengguna Google,1,2026-06-06 01:47:44,gak jelas nian ni yutup di cari apa yg keluar malah gak sesuai intinya aku nyari video ini yg keluar vidio berbeda aneh nian hapus aja kalau begini terus
Pengguna Google,5,2026-06-06 01:40:06,aplikasi yang menemankan saya saat bosan
Pengguna Google,5,2026-06-06 01:38:25,gugugaga
Pengguna Google,5,2026-06-06 01:30:54,tolong tambahin fitur membagikan video ke temen subscribers percuma kalo ada lonceng banyak orang kyk gk tertarik apalgi ada banyak orang belum tau konsisten
Pengguna Google,5,2026-06-06 01:27:23,ok bgus
Pengguna Google,1,2026-06-06 01:26:36,semakin kesini iklannya semakin lama. gk bisa di skip pula.
Pengguna Google,4,2026-06-06 01:26:18,bagus
Pengguna Google,5,2026-06-06 01:25:55,Perbarui
Pengguna Google,5,2026-06-06 01:19:02,Kenapa tdk bisa di buka
Pengguna Google,3,2026-06-06 01:18:56,eror tidak bisa d gunakan
Pengguna Google,5,2026-06-06 01:09:34,Kecewa
Pengguna Google,5,2026-06-06 01:07:10,Ingin doeload you tube...
Pengguna Google,2,2026-06-06 00:57:49,"Aduuhh iklan nya makin lama , ga bisa di skip, udah hp bayar kuota/internet bayar nonton YouTube juga di halangin iklan yang durasi nya panjang PARAH!!!"
Pengguna Google,5,2026-06-06 00:57:11,lancar dan sukses
Pengguna Google,5,2026-06-06 00:53:10,Sangat memuaskan kami
Pengguna Google,5,2026-06-06 00:50:57,asikkkk
Pengguna Google,2,2026-06-06 00:42:40,banyak iklan dan sering bug video nya gara2 iklan
Pengguna Google,5,2026-06-06 00:40:48,app. ini. menyenangkan. bisa. beljr. lewwaatt. yoouutube
Pengguna Google,5,2026-06-06 00:40:00,sangat bagus
Pengguna Google,2,2026-06-06 00:38:33,"ini kenapa dah YouTube nya kok malah ga ada tampilan jumlah like si, tolong lah min kenapa YouTube jadi gini sekarang 😤😮‍💨"
Pengguna Google,1,2026-06-06 00:37:27,"knp youtube banyak banget iklan nya, setiap detik, mentang mentang bukan premium jga, sdh kasi banyak iklan hingga bermenit"
Pengguna Google,5,2026-06-06 00:37:21,Youtube go 👍Oke
Pengguna Google,5,2026-06-06 00:30:29,Aku Sangat Menyukai Youtube
Pengguna Google,5,2026-06-06 00:29:32,ok mantap kaka
Pengguna Google,4,2026-06-06 00:27:58,ok
Pengguna Google,5,2026-06-06 00:26:13,baik selalu
Pengguna Google,5,2026-06-06 00:21:45,gk ada
Pengguna Google,5,2026-06-06 00:16:28,baik
Pengguna Google,5,2026-06-06 00:16:01,great
Pengguna Google,1,2026-06-06 00:04:09,Saya tak bisa nonton youtube
Pengguna Google,2,2026-06-06 00:01:09,"woy tub,,, lu udah kaya raya , sempat nomor satu dunia , sblm di salip Ama Microsoft dan Nvidia,,, duit lu dh GK kebayar KLO semua aset lu dibduitin, seluruh mata uang dunia di kumpulin GK kan bisa bayar semua aset elu,,,, tapi knpa tiap hari gw nonton produk elu ini,,, iklanya sampah maksiat Mulu isinya,, judi onlen lah, film sex lah, link download aplikasi sek lah, dan ain2, skitaran itu yg masuk ke hp gw,,, di blokirin, ratusan kali,, di laporin puluhan kali, tetep GK ngaruh,, 👺👺👺"
Pengguna Google,5,2026-06-06 00:00:14,tolong perbaru i yutub saya
Pengguna Google,5,2026-06-05 23:55:32,tak bisa buka
Pengguna Google,4,2026-06-05 23:53:42,terhibur
Pengguna Google,5,2026-06-05 23:50:49,fery neno
Pengguna Google,5,2026-06-05 23:49:00,suka sekali sangat menarik
Pengguna Google,5,2026-06-05 23:48:53,saya ingin YouTube ini kembali semula
Pengguna Google,5,2026-06-05 23:40:55,kasi versi terbaru Tahun 2026 dari vivo
Pengguna Google,3,2026-06-05 23:28:52,knp tidak bisa download video sambil layar di matikan si dulu aja bisa sekarang ko gak bisa tolong di perbaiki
Pengguna Google,5,2026-06-05 23:19:21,bisa saja jagan di ambil pusing
Pengguna Google,3,2026-06-05 23:16:21,lumayan bagus
Pengguna Google,4,2026-06-05 23:06:05,apik
Pengguna Google,1,2026-06-05 23:02:44,suruh update terus
Pengguna Google,5,2026-06-05 22:50:30,Kenapa yuotube saya tidak bisa di buka
Pengguna Google,5,2026-06-05 22:48:18,kenapa nggak bisa dipasang kembali
Pengguna Google,3,2026-06-05 22:46:51,"maaf saya kasih bintang 3 soalnya capek banget setiap bikin konten YouTube sepi penonton masa iya harus bayar 100 ribu iklan kan vidio channel kita itu juga GK sebanding pendapatan YouTube,, tolong lah yg adil kasih penonton di channel kita yg banyak jangan cuma satu penonton masa iya harus di iklankan itu pun bayar 100 ribu"
Pengguna Google,5,2026-06-05 22:38:33,apk nya bagus bgt cocok untuk anak anak 🫶
Pengguna Google,1,2026-06-05 22:38:14,kebanyakan iklan aplikasi busukkk
Pengguna Google,5,2026-06-05 22:35:39,Sangat membantu dalam segala Hal
Pengguna Google,4,2026-06-05 22:28:32,Pelajarilebihlanjut
Pengguna Google,5,2026-06-05 22:27:38,skrg suka nutup sendiri di HP ku
Pengguna Google,5,2026-06-05 22:18:45,Kenapa YouTube eng bisa di buka di Apklasi hp
Pengguna Google,5,2026-06-05 22:16:50,Jangan iklan
Pengguna Google,5,2026-06-05 22:01:53,"mantap,profesional"
Pengguna Google,5,2026-06-05 21:58:47,Sulit buka you tube
Pengguna Google,5,2026-06-05 21:44:41,bagus
Pengguna Google,5,2026-06-05 21:07:23,Apk tidak komoatibel
Pengguna Google,1,2026-06-05 20:49:56,pas masuk gak bisa
Pengguna Google,1,2026-06-05 20:40:05,Sakir fauzan
Pengguna Google,1,2026-06-05 20:15:48,tolong saya pengen nonton youtube jangan bikin emosi lah kenapa ada notif ada masalah saat login ini akun saya yang nama nya Rian tidak bisa masuk saya ingin belajar untuk ujian jadinya nilai gue anjlok kan aku diawasi orang tua juga di rumah tolong kembalikan akun saya yang Rian itu
Pengguna Google,5,2026-06-05 20:01:22,tdk bisa terbuka yutube di HP saya
Pengguna Google,4,2026-06-05 19:52:50,Saya kasih 4 bintang aja
Pengguna Google,5,2026-06-05 19:52:40,"youtube sekarang kurang banget dalam menempatkan iklannya. bayangin aja nempatin produk dari toko oren yang nutupin layar + gak bisa ditutup,imana gak kesel coba."
Pengguna Google,1,2026-06-05 19:42:37,IKLAN MAKIN LAMA !!! TOLOL !!!
Pengguna Google,4,2026-06-05 19:25:04,payah gk bisa sipasang di opppo A71
Pengguna Google,5,2026-06-05 19:15:46,oke
Pengguna Google,1,2026-06-05 19:06:01,byk iklan babi
Pengguna Google,1,2026-06-05 19:05:32,Kenapa subtittlenya tidak muncul di semua vidio yang saya tontonz sudah saya hapus data dan perbarui tetap tidak muncul subttilenya
Pengguna Google,5,2026-06-05 19:03:25,Kenapa gak bisa di buka
Pengguna Google,5,2026-06-05 18:51:03,Puas bangett
Pengguna Google,5,2026-06-05 18:44:06,Ok
Pengguna Google,5,2026-06-05 18:42:47,oke
Pengguna Google,4,2026-06-05 18:38:48,"Dear Youtube/Google LLC. Why there have been so many bugs lately. Like, when I'm watching a video and it suddenly stops. And it's very annoying. Honestly, as a longtime user I really object to these constraints. I hope you and your team can fix these bugs soon. Thank you."
Pengguna Google,5,2026-06-05 18:26:53,normal
Pengguna Google,3,2026-06-05 18:26:39,"kenapa di aplikasi youtube saya pengaturan tema gelap tidak ada setelah di update. biasanya di setelan -umum paling atas pemilihan tema gelap dan terang tapi ini hanya ada ""kurangi pantulan cahaya dan tingkatan tampilan hanya malam hari"". itu pun tidak berpengaruh ke layar youtube. tolong perbaiki apakah ini bug atau memang versi baru yang tidak sedetail yang dulu. masalah nya di perangkat lain masih ada pengaturan tema gelap dan terang. tanpa sensor otomatis yang tidak berguna."
Pengguna Google,1,2026-06-05 18:21:32,Ini YouTube memang sengaja kasih jelek updatenya supaya banyak orang pakai premium mulai dari sembunyikan dislike sampai subtitlenya gak bisa dipindahkan dan tepat di tengah-tengah video menghalangi pemandangan
Pengguna Google,5,2026-06-05 18:12:40,Bagus
Pengguna Google,1,2026-06-05 18:08:20,Knpa gbsa dibuka ya klo buat hp smsng j1 ace
Pengguna Google,1,2026-06-05 18:07:48,aplikasi goblok bannyak bug
Pengguna Google,1,2026-06-05 17:45:35,YOUTUBE KENAPA IKLAN JUDI SLOT SEMUA !!!
Pengguna Google,1,2026-06-05 17:41:36,"YouTube kenapa sekarang makin parah. iklan 2 kali, semuanya gak bisaa di skip.jangn pakek YouTube lagi deh, mendingan klo ngk mau emosi tinggalin aja YouTube biar aplikasinya mikir.makin lama makin ngk enak aja digunain YouTube ini."
Pengguna Google,1,2026-06-05 17:40:24,Apa yang g kutonton selalu muncul di youtube.
Pengguna Google,1,2026-06-05 17:36:39,Banyak iklan judi onlen
Pengguna Google,5,2026-06-05 17:30:12,bagus
Pengguna Google,1,2026-06-05 17:27:30,makin ngwawor iklannya njir😹
Pengguna Google,4,2026-06-05 17:18:23,Very good
Pengguna Google,1,2026-06-05 17:17:24,"aneh, masa belum 24 jam di update minta di update lagi ini aplikasi, masih mending sekali dua kali. ini terus terusan"
Pengguna Google,4,2026-06-05 17:16:00,Good
Pengguna Google,5,2026-06-05 17:15:44,bagus
Pengguna Google,5,2026-06-05 17:01:22,good
Pengguna Google,1,2026-06-05 17:00:07,"beli premium masih ada iklan rekomendasi produk, sama aja bohong"
Pengguna Google,5,2026-06-05 16:57:09,Oke
Pengguna Google,5,2026-06-05 16:55:57,baik
Pengguna Google,5,2026-06-05 16:53:09,info
Pengguna Google,5,2026-06-05 16:53:02,kadang-kadang suka error
Pengguna Google,5,2026-06-05 16:53:01,Terpercaya
Pengguna Google,5,2026-06-05 16:49:46,Seru
Pengguna Google,5,2026-06-05 16:48:46,Blm update
Pengguna Google,4,2026-06-05 16:43:22,Tolong di upgrek
Pengguna Google,5,2026-06-05 16:42:25,menyenangkan
Pengguna Google,5,2026-06-05 16:42:17,kenapah yutub tidak bisa di buka
Pengguna Google,1,2026-06-05 16:38:55,iklan judi nganggu banget sumpah iklan kaya t4i gitu
Pengguna Google,5,2026-06-05 16:34:44,semoga semua filenya bisa si download
Pengguna Google,5,2026-06-05 16:34:26,Tidak bisa
Pengguna Google,2,2026-06-05 16:33:34,Tidak bisa dibuka yiu tube
Pengguna Google,5,2026-06-05 16:33:24,ok
Pengguna Google,5,2026-06-05 16:32:28,rokok boleh
Pengguna Google,1,2026-06-05 16:32:22,Bagus
Pengguna Google,5,2026-06-05 16:27:12,aplikasi bagus👍👍👍
Pengguna Google,1,2026-06-05 16:24:52,payah
Pengguna Google,1,2026-06-05 16:20:42,"kok sekarang UI di pemutaran video jelek banget, ga enak diliat, memenuhi space. selain itu juga harus menekan tobol x di sudut biar UI nya ilang, ribet banget."
Pengguna Google,3,2026-06-05 16:19:04,TOLONG DI PERBAIKI KEBANYAKAN BUG KOK KELUAR SENDIRI APP NYA
Pengguna Google,5,2026-06-05 16:17:10,bagus
Pengguna Google,5,2026-06-05 16:15:24,NTAP
Pengguna Google,5,2026-06-05 16:13:19,Bagus
Pengguna Google,1,2026-06-05 16:12:18,terlalu sering error
Pengguna Google,5,2026-06-05 16:12:12,Bagus
Pengguna Google,1,2026-06-05 16:07:44,kagak ada komen
Pengguna Google,5,2026-06-05 16:05:48,sangat baik
Pengguna Google,5,2026-06-05 15:56:26,sangat bermanfaat
Pengguna Google,5,2026-06-05 15:53:58,Mantap
Pengguna Google,5,2026-06-05 15:53:34,good
Pengguna Google,5,2026-06-05 15:53:02,mnta tolong dibantu
Pengguna Google,5,2026-06-05 15:50:42,Ok
Pengguna Google,5,2026-06-05 15:48:35,andihermawan
Pengguna Google,1,2026-06-05 15:46:29,nge bug setelah update tdk bisa putar vidio seperti di pause
Pengguna Google,5,2026-06-05 15:45:23,bagus
Pengguna Google,3,2026-06-05 15:40:28,Saya senang nonton
Pengguna Google,5,2026-06-05 15:40:23,bagus sekali mantap mantap
Pengguna Google,1,2026-06-05 15:40:16,"YouTube sekarang banyak bug ganggu banget lagi nonton video tiba2 black screen dan Loading padahal wifi aman di 65Mbps. iklan juga gitu lagi, ketika iklan mau muncul terjadi loading dulu yang bahkan ngebuat iklannya ga muncul gara2 udah loading aja. fiks lah ini bug fatal dan ganggu banget"
Pengguna Google,4,2026-06-05 15:37:47,Nice youtube
Pengguna Google,2,2026-06-05 15:36:32,subtitel kok gak keluar ya?? tolong di fix dong.
Pengguna Google,2,2026-06-05 15:35:40,makin kesini makin parah aja download video aja udah ngk bisa sekarang makin rusak YouTube nya
Pengguna Google,1,2026-06-05 15:33:53,iklan nya parah bener
Pengguna Google,1,2026-06-05 15:30:21,dia suka ngelek kalau gua pakai wifi tetangga
Pengguna Google,5,2026-06-05 15:29:45,sayasukajapandramahot atau japan JAV
Pengguna Google,5,2026-06-05 15:25:12,Aya Seventen
Pengguna Google,1,2026-06-05 15:24:56,kenapa gak bisa di aupdate yutub saya mohon penjelasannya
Pengguna Google,3,2026-06-05 15:22:14,Tapi dalam versi HP ini telah usang
Pengguna Google,4,2026-06-05 15:22:08,mantap
Pengguna Google,1,2026-06-05 15:21:53,apk kontl semua video ga bisa di putar cuma loading doang ajg
Pengguna Google,1,2026-06-05 15:17:55,YouTube gak bisa
Pengguna Google,5,2026-06-05 15:13:09,good
Pengguna Google,5,2026-06-05 15:11:08,Baik sangat
Pengguna Google,5,2026-06-05 15:09:26,mantap
Pengguna Google,5,2026-06-05 15:09:18,sangat bagus
Pengguna Google,5,2026-06-05 15:05:46,kebutuhan. saya sangat senang Adanya YouTube
Pengguna Google,1,2026-06-05 15:02:14,tidak bisa di pakai
Pengguna Google,5,2026-06-05 15:00:15,buat dengerin musik favorit dan karoke dll
Pengguna Google,5,2026-06-05 14:59:36,tambi baik
Pengguna Google,5,2026-06-05 14:56:35,youtube mantap
Pengguna Google,5,2026-06-05 14:55:51,seru bisa nonton ap aja
Pengguna Google,5,2026-06-05 14:52:45,ok
Pengguna Google,2,2026-06-05 14:50:00,saya ingin buat vidio dari foto eh ternyata sampai 25 foto padahal seharusnya sampai 50 pls lah
Pengguna Google,4,2026-06-05 14:47:39,kenapa dah komunitas di akun ku tiba-tiba ngilang dan komennya hilang juga aneh kalik...
Pengguna Google,1,2026-06-05 14:44:44,tidak bisa diperbaharui
Pengguna Google,5,2026-06-05 14:40:23,minta kode
Pengguna Google,1,2026-06-05 14:34:13,saya tidak dapat melihat komentar pada video yang saya lihat
Pengguna Google,5,2026-06-05 14:33:23,suka
Pengguna Google,5,2026-06-05 14:30:21,Seruuu bangettt
Pengguna Google,1,2026-06-05 14:29:23,YouTube lagi eror
Pengguna Google,1,2026-06-05 14:28:49,auto translate suka eror. bahkan ada bbrp video yg ga ada opsi auto translate.
Pengguna Google,1,2026-06-05 14:27:59,negara asal saya adalah Indonesia
Pengguna Google,5,2026-06-05 14:26:53,sangat bagus
Pengguna Google,5,2026-06-05 14:26:41,"Dari hiburan sampai tutorial edukasi berkualitas tinggi, semuanya ada di YouTube. Pemutaran videonya sangat lancar, algoritma rekomendasinya pintar, dan fitur download offline-nya sangat membantu. Benar-benar aplikasi kelas atas!"
Pengguna Google,1,2026-06-05 14:26:32,iklannya kurang ajar
Pengguna Google,5,2026-06-05 14:26:28,makasih
Pengguna Google,5,2026-06-05 14:24:55,hiburan P
Pengguna Google,4,2026-06-05 14:20:21,kadang banyak gangguan
Pengguna Google,5,2026-06-05 14:18:11,Ivan Hero Putro
Pengguna Google,5,2026-06-05 14:14:00,aku suka sams video di YouTube nih aku kasih bintang 5
Pengguna Google,5,2026-06-05 14:13:33,YouTube you now man ANDR world i no you beloowwwww you sooooo body newwww
Pengguna Google,2,2026-06-05 14:06:21,update YouTube
Pengguna Google,5,2026-06-05 14:04:57,sangat berguna
Pengguna Google,5,2026-06-05 14:04:38,okkk
Pengguna Google,1,2026-06-05 14:02:55,yutub KIKIR iklan 3x nggak bisa di skip🐦
Pengguna Google,3,2026-06-05 14:00:27,"Terbaru Populer Terlama Mengatur Tanggal Nonton video cari lupa judul video trans7 tahun video lama FEBRUARI 2022 tidak ketemu sering banyak video update video baru tahun 2023 2024 2025 2026 Video Baru update video channel TV trans7 video update, YOUTUBE"
Pengguna Google,5,2026-06-05 13:58:40,Aku lagi kerja di luar kota jepang dan aku mau mengusahakan orang tua ku agar bahagia dan sehat selalu dan sukses dan lancar dan semoga panjang umur ya sehat selalu aku doakan ya ibu ayah dan sekuarga aku minta maaf atas kesalahan ku aku benar benar minta maaf ya ibu ayah aku cinta kalian semua
Pengguna Google,3,2026-06-05 13:56:36,kenapa ini dengan youtube koq munculya gak sesuai
Pengguna Google,5,2026-06-05 13:56:01,bagus dan bisa buat konsen
Pengguna Google,3,2026-06-05 13:54:22,saya pas make aman aman aja tapi tolong bug nya saya tiba tiba ngelag terus setiap masuk selalu gitu tolong diperbaiki ya jadi Bintang tiga dulu
Pengguna Google,5,2026-06-05 13:54:07,Ok
Pengguna Google,5,2026-06-05 13:48:07,menarik
Pengguna Google,5,2026-06-05 13:46:51,sangat bgs
Pengguna Google,1,2026-06-05 13:46:17,arusiy
Pengguna Google,5,2026-06-05 13:43:39,Saya suka saya suka
Pengguna Google,5,2026-06-05 13:42:24,sangat menuaskan
Pengguna Google,5,2026-06-05 13:39:59,Ini sangat seru sehingga aku kelbihan maininnya hahaha😂😂😂😂
Pengguna Google,1,2026-06-05 13:39:17,heran bgt gue sama nih YouTube makin lama makin kocak jaringan kenceng tapi kadang ngstak iklan sama lag.
Pengguna Google,5,2026-06-05 13:39:06,good
Pengguna Google,4,2026-06-05 13:37:59,Delia . putri
Pengguna Google,3,2026-06-05 13:37:36,saat saya update bagus banget tapi sedikit nge bug saya beri bintang 3 karena kekurangan saya harap YouTube bisa lebih baik🤗
Pengguna Google,2,2026-06-05 13:34:31,mohon bantuan ny ngk bisa buka yutub
Pengguna Google,5,2026-06-05 13:33:24,oke baik
Pengguna Google,5,2026-06-05 13:31:18,bagusss
Pengguna Google,1,2026-06-05 13:30:22,Soalnya gak bisa buat edit kaya tiktok di ganti kaya tiktok napa sih aku tuh gak suka tauu
Pengguna Google,5,2026-06-05 13:29:08,Jos
Pengguna Google,5,2026-06-05 13:28:46,Sangat bagus buat tontonan
Pengguna Google,3,2026-06-05 13:27:06,kenapah nga bisa
Pengguna Google,3,2026-06-05 13:26:16,kompeksi
Pengguna Google,5,2026-06-05 13:24:51,kenapa saya tidak bisa membuka youtube?
Pengguna Google,5,2026-06-05 13:23:56,lagu
Pengguna Google,5,2026-06-05 13:20:39,bagus
Pengguna Google,5,2026-06-05 13:20:25,asik
Pengguna Google,5,2026-06-05 13:20:05,sangat bagus
Pengguna Google,1,2026-06-05 13:18:19,makin hari makin ngeri iklannya dasar pegadang💩
Pengguna Google,4,2026-06-05 13:15:25,ok lah aku suka 🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿
Pengguna Google,5,2026-06-05 13:14:13,Sangat baik
Pengguna Google,5,2026-06-05 13:12:56,semoga sportifitas dlm segala hal slalu dijunjung tinggi. amin yavrobbal alamin
Pengguna Google,5,2026-06-05 13:11:48,jangan Ada iklan
Pengguna Google,4,2026-06-05 13:11:40,baik
Pengguna Google,1,2026-06-05 13:10:06,kenapa ya videonya nggak bisa di download
Pengguna Google,1,2026-06-05 13:05:22,iklan ny iklan judi slot semua coba dulu iklan ny jgan slot tros
Pengguna Google,5,2026-06-05 13:04:58,bagus
Pengguna Google,4,2026-06-05 13:01:33,Lumayan seru lah😄
Pengguna Google,5,2026-06-05 13:00:11,Kenapa saya tidak bisa lagi menggunakan aplikasi ini
Pengguna Google,5,2026-06-05 12:59:02,bagus bgt sumpah 🥺🥺
Pengguna Google,5,2026-06-05 12:56:23,gua kasih lima karna bisa nonton film posting YouTube bagus la pokonya
Pengguna Google,5,2026-06-05 12:56:14,Bagus
Pengguna Google,5,2026-06-05 12:52:28,good ko
Pengguna Google,5,2026-06-05 12:49:32,tarisya navisyah
Pengguna Google,5,2026-06-05 12:46:26,oke
Pengguna Google,5,2026-06-05 12:45:42,"🌟 Penilaian yang hebat 👍 Gudangnya video! Tutorial, musik, vlog, film semua ada. Rekomendasi videonya pinter banget sesuai selera. Kualitas 4K lancar, download offline juga bisa. Aplikasi terbaik!"
Pengguna Google,5,2026-06-05 12:44:14,hebat sekali pengrestorasiannyamobil yang udah lama di dalam god...berkarat..bisa baik lagi.. hebat..👍👍👍
Pengguna Google,4,2026-06-05 12:44:11,pekerja U itu G tau sdr y Ghgf h
Pengguna Google,5,2026-06-05 12:42:55,bisa di download video offline
Pengguna Google,5,2026-06-05 12:41:44,baik
Pengguna Google,1,2026-06-05 12:35:23,"Video pemutar TDK bisa berfungsi masih ada bug, suka menghancurkan akun"
Pengguna Google,5,2026-06-05 12:35:08,Bagus
Pengguna Google,5,2026-06-05 12:32:04,Bikin pengalaman jadi lebih seru dan banyak infirasi ilmu pengetahuan
Pengguna Google,1,2026-06-05 12:28:52,ahhh ahhh ahhh
Pengguna Google,5,2026-06-05 12:28:01,sangat menghibur cuma iklan yg bikin jengkel keweeell
Pengguna Google,5,2026-06-05 12:26:46,Kren
Pengguna Google,5,2026-06-05 12:26:44,Terima kasih You Tube
Pengguna Google,5,2026-06-05 12:26:26,Tapi kok lama ya loading nya tolong di perbaiki
Pengguna Google,3,2026-06-05 12:24:55,Gila aja gue aja warna merah ya ampun deh ampun bang di rumah sakit perut gue mau tidur jam berapa nih anak muda jaman sekarang ketika kita pilih kasih tau ya allah ini mau mandi pagi jam setengah mampus gua aja baru mau mandi dulu ah biar ada iklan gratis loh ya buat kalian berdua sama dia aja yang ikut yang yang rame banget sama kamu itu apa wah parah banget deh sama siapa aja nih anak gaul itu ya kamu yang paling enak banget
Pengguna Google,5,2026-06-05 12:24:13,Oke
Pengguna Google,5,2026-06-05 12:22:29,Nelayan
Pengguna Google,5,2026-06-05 12:21:58,🥰selama aku menggunakan aplikasi YouTube ini sangat baik dan juga bagus tolong kurangi iklan yah😁
Pengguna Google,5,2026-06-05 12:21:40,bagus
Pengguna Google,2,2026-06-05 12:20:00,Sangat bagus
Pengguna Google,5,2026-06-05 12:18:44,kenapa aplikasi YouTube sdi ponsel ku suka kabur gambar nya
Pengguna Google,5,2026-06-05 12:17:25,Bagus
Pengguna Google,3,2026-06-05 12:14:34,cukup baik
Pengguna Google,2,2026-06-05 12:14:24,aku suka aplikasinya bagus tapi youtub kusering louding dan paslouding tidak bisa nonton donlotannya juga tidak bisa dilihat itu bag atu bukan
Pengguna Google,1,2026-06-05 12:14:10,"kenapa YouTube sekarang gak bisa ya? padahal udah di update dan tadi sore juga masih bisa pas malem nya udah gak bisa, padahal aplikasi ini bener bener favorit aku banget, tolong yaa YouTube perbaiki lagi"
Pengguna Google,5,2026-06-05 12:13:20,Yap ini sangat menghibur saat aku gak ada tiktok lagi (⁠≧⁠▽⁠≦⁠)
Pengguna Google,5,2026-06-05 12:11:17,aku suka banget
Pengguna Google,5,2026-06-05 12:09:08,hebat dab kuat
Pengguna Google,5,2026-06-05 12:08:28,Ok
Pengguna Google,1,2026-06-05 12:07:22,makin busuk... kebanyakan iklan judolnya😡
Pengguna Google,2,2026-06-05 12:06:01,𝐏𝐥𝐢𝐬 𝐝𝐨𝐧𝐠. 𝐢𝐭𝐮𝐧𝐲𝐚 𝐝𝐢𝐡𝐢𝐥𝐚𝐧𝐠𝐤𝐚𝐧. 𝐦𝐚𝐚𝐟 𝐯𝐢𝐝𝐞𝐨 𝐢𝐧𝐢 𝐭𝐢𝐝𝐚𝐤 𝐭𝐞𝐫𝐬𝐞𝐝𝐢𝐚. 𝐩𝐥𝐢𝐬
Pengguna Google,5,2026-06-05 12:05:11,good
Pengguna Google,3,2026-06-05 12:02:03,menarik
Pengguna Google,1,2026-06-05 12:01:40,aplikasi di update knp malh gak bs di buka?
Pengguna Google,4,2026-06-05 12:01:37,Puas
Pengguna Google,1,2026-06-05 12:01:10,tolong ditingkatksn
Pengguna Google,5,2026-06-05 12:00:21,semua hiburan ada mantap
Pengguna Google,5,2026-06-05 11:59:15,baguss
Pengguna Google,5,2026-06-05 11:58:29,cepat
Pengguna Google,1,2026-06-05 11:52:20,aplikasi anj
Pengguna Google,5,2026-06-05 11:52:11,Bagus
Pengguna Google,5,2026-06-05 11:51:39,"menknton yaa""!!!!!"
Pengguna Google,1,2026-06-05 11:51:28,semakin banyak iklan.. iklan judol juga banyak ..harusnya diblokir hal seperti itu
Pengguna Google,5,2026-06-05 11:39:02,Erasmus nompetus
Pengguna Google,5,2026-06-05 11:39:02,ok
Pengguna Google,5,2026-06-05 11:38:59,cukup membantu dlm banyak hal yg ingin kita ketahui.
Pengguna Google,5,2026-06-05 11:36:24,tolong dong jangan ke banyakan iklan cape deh.......!
Pengguna Google,1,2026-06-05 11:31:39,drag and drop kenapa tidak berfungsi setelah update?
Pengguna Google,5,2026-06-05 11:30:37,pelajari
Pengguna Google,1,2026-06-05 11:28:14,Terlalu jalan ya lambat
Pengguna Google,5,2026-06-05 11:24:54,ok jos
Pengguna Google,5,2026-06-05 11:22:57,bagus
Pengguna Google,5,2026-06-05 11:22:39,ik
Pengguna Google,5,2026-06-05 11:20:20,Sangat bagus
Pengguna Google,5,2026-06-05 11:20:14,tolong hapus iklan iklan yang ada saya ter ganggu
Pengguna Google,1,2026-06-05 11:18:39,"YouTube benerin search bar lu, auto complete nya masa kagak ada sih, gua mau uninstall ini aplikasi tapi gak bisa sih"
Pengguna Google,1,2026-06-05 11:17:37,di update gaa bisa
Pengguna Google,1,2026-06-05 11:13:51,Saya tidak bisa update youtube tolong diperbaiki terima kasih
Pengguna Google,5,2026-06-05 11:12:22,"saya senang dengan aplikasi ini, sangat membantu saya"
Pengguna Google,1,2026-06-05 11:12:05,good
Pengguna Google,5,2026-06-05 11:11:44,gatau males pengen beli trek
Pengguna Google,5,2026-06-05 11:11:16,💯👍👍👍👍👍👍👍👍👍👍👍
Pengguna Google,5,2026-06-05 11:10:48,bagus banget
Pengguna Google,3,2026-06-05 11:09:47,Tidak bisa masuk di apk youtube
Pengguna Google,1,2026-06-05 11:09:10,belum bisa membuka youtube
Pengguna Google,1,2026-06-05 11:07:57,tidak bisa beroprasi
Pengguna Google,5,2026-06-05 11:07:56,mantap
Pengguna Google,5,2026-06-05 11:04:48,😊﻿🎈 Happy Birthday!      🔥      🔥      🔥      💟      💟      💟      💟      💟      💟 🍰🍰🍰🍰🍰🍰🍰🍰 🍰🍰🍰🍰🍰🍰🍰🍰 🍰🍰🍰🍰🍰🍰🍰🍰 🍰🍰🍰🍰🍰🍰🍰🍰 👑👑👑👑👑👑👑👑
Pengguna Google,4,2026-06-05 11:03:33,click you're rora Ch. 150k subscribe
Pengguna Google,5,2026-06-05 10:58:01,gue kasih 5 aja
Pengguna Google,5,2026-06-05 10:56:17,sangat bagus dan nyama dan tidak ada iklan nya
Pengguna Google,1,2026-06-05 10:52:57,saya cuma mau buat konten dan akunya tiba2 di hapus mau login tapi ga bisa dan YouTube nya sekarang eror tolong di benarkan
Pengguna Google,5,2026-06-05 10:52:07,bagus aja
Pengguna Google,5,2026-06-05 10:51:29,Muaaantaaap bisa nonton yanto
